time	V(vb)	V(n002)	V(n004)
4.646466964246822e-004	2.062790e+000	-7.947200e-001	1.400594e+000
4.659720312461108e-004	2.044370e+000	-8.433850e-001	1.382523e+000
4.688319642818251e-004	2.012817e+000	-9.261168e-001	1.351576e+000
4.716918973175393e-004	1.992842e+000	-9.778174e-001	1.331985e+000
4.745518303532536e-004	1.984445e+000	-9.984867e-001	1.323749e+000
4.774117633889679e-004	1.987625e+000	-9.881247e-001	1.326870e+000
4.802716964246822e-004	2.002382e+000	-9.467314e-001	1.341346e+000
4.831316294603965e-004	2.028717e+000	-8.743069e-001	1.367177e+000
4.859915624961108e-004	2.066630e+000	-7.708511e-001	1.404365e+000
4.866891071389679e-004	2.077233e+000	-7.420464e-001	1.414771e+000
4.873866517818250e-004	2.088316e+000	-7.119682e-001	1.425649e+000
4.880841964246821e-004	2.099878e+000	-6.806165e-001	1.437000e+000
4.887817410675392e-004	2.111921e+000	-6.479912e-001	1.448824e+000
4.894792857103963e-004	2.124443e+000	-6.140925e-001	1.461121e+000
4.901768303532534e-004	2.137444e+000	-5.789203e-001	1.473890e+000
4.908743749961105e-004	2.150926e+000	-5.424745e-001	1.487132e+000
4.913626562461105e-004	2.160557e+000	-5.164502e-001	1.496594e+000
4.922694642818246e-004	2.179084e+000	-4.664185e-001	1.514798e+000
4.931762723175389e-004	2.198027e+000	-4.152983e-001	1.533414e+000
4.940830803532530e-004	2.217385e+000	-3.630896e-001	1.552442e+000
4.949898883889673e-004	2.237158e+000	-3.097923e-001	1.571883e+000
4.958966964246814e-004	2.257347e+000	-2.554066e-001	1.591736e+000
4.968035044603956e-004	2.277951e+000	-1.999323e-001	1.612001e+000
4.977103124961098e-004	2.298971e+000	-1.433696e-001	1.632679e+000
4.996634374961096e-004	2.344425e+000	-2.114527e-002	1.677409e+000
5.000000000000000e-004	2.352294e+000	-1.224647e-015	1.685154e+000
