time	V(n003)	V(n004)
1.388933482103962e-004	2.376769e-001	3.207775e-002
1.401489285675391e-004	2.373226e-001	2.898821e-002
1.414045089246819e-004	2.369527e-001	2.572950e-002
1.426600892818248e-004	2.365671e-001	2.230161e-002
1.439156696389677e-004	2.361659e-001	1.870454e-002
1.451712499961105e-004	2.357491e-001	1.493830e-002
1.458687946389677e-004	2.355177e-001	1.282296e-002
1.465663392818248e-004	2.352862e-001	1.069329e-002
1.472638839246820e-004	2.350546e-001	8.549306e-003
1.479614285675391e-004	2.348229e-001	6.391000e-003
1.486589732103963e-004	2.345910e-001	4.218373e-003
1.493565178532534e-004	2.343591e-001	2.031426e-003
1.500540624961105e-004	2.341270e-001	-1.698420e-004
1.508213616032534e-004	2.338733e-001	-2.593061e-003
1.515886607103963e-004	2.336233e-001	-4.996427e-003
1.523559598175391e-004	2.333768e-001	-7.379942e-003
1.531232589246820e-004	2.331338e-001	-9.743605e-003
1.538905580318248e-004	2.328945e-001	-1.208742e-002
1.546578571389677e-004	2.326587e-001	-1.441137e-002
1.554251562461105e-004	2.324265e-001	-1.671548e-002
1.567504910675391e-004	2.320358e-001	-2.063657e-002
1.580758258889677e-004	2.316674e-001	-2.435439e-002
1.594011607103963e-004	2.313214e-001	-2.786894e-002
1.607264955318248e-004	2.309978e-001	-3.118022e-002
1.620518303532534e-004	2.306965e-001	-3.428823e-002
1.633771651746820e-004	2.304176e-001	-3.719298e-002
1.647024999961105e-004	2.301610e-001	-3.989446e-002
1.677716964246820e-004	2.296798e-001	-4.498305e-002
1.708408928532534e-004	2.293649e-001	-4.829231e-002
1.739100892818249e-004	2.292165e-001	-4.982226e-002
1.769792857103963e-004	2.292343e-001	-4.957288e-002
1.800484821389677e-004	2.294186e-001	-4.754417e-002
1.831176785675391e-004	2.297692e-001	-4.373614e-002
1.861868749961106e-004	2.302862e-001	-3.814879e-002
1.874424553532534e-004	2.305415e-001	-3.543351e-002
1.886980357103963e-004	2.308165e-001	-3.254588e-002
1.899536160675391e-004	2.311111e-001	-2.948592e-002
1.912091964246820e-004	2.314254e-001	-2.625363e-002
1.924647767818249e-004	2.317594e-001	-2.284900e-002
1.937203571389677e-004	2.321131e-001	-1.927203e-002
1.949759374961106e-004	2.324864e-001	-1.552273e-002
1.956734821389677e-004	2.326987e-001	-1.341503e-002
1.963710267818248e-004	2.329140e-001	-1.129186e-002
1.970685714246820e-004	2.331322e-001	-9.153201e-003
1.977661160675391e-004	2.333535e-001	-6.999060e-003
1.984636607103963e-004	2.335777e-001	-4.829437e-003
1.991612053532534e-004	2.338050e-001	-2.644332e-003
1.998587499961106e-004	2.340352e-001	-4.437442e-004
2.006260491032534e-004	2.342908e-001	1.980131e-003
2.013933482103963e-004	2.345462e-001	4.385557e-003
2.021606473175392e-004	2.348015e-001	6.772534e-003
2.029279464246820e-004	2.350567e-001	9.141062e-003
2.036952455318249e-004	2.353117e-001	1.149114e-002
2.044625446389677e-004	2.355666e-001	1.382277e-002
2.052298437461106e-004	2.358214e-001	1.613595e-002
2.064854241032534e-004	2.362377e-001	1.986680e-002
2.077410044603963e-004	2.366378e-001	2.342200e-002
2.089965848175392e-004	2.370216e-001	2.680158e-002
2.102521651746820e-004	2.373891e-001	3.000551e-002
2.115077455318249e-004	2.377404e-001	3.303381e-002
