time	V(n002)	V(n003)
4.087733705318250e-004	5.249958e-001	1.907122e-001
4.101684598175393e-004	5.975255e-001	2.175310e-001
4.115635491032536e-004	6.647520e-001	2.424117e-001
4.129586383889679e-004	7.266754e-001	2.653542e-001
4.143537276746822e-004	7.832957e-001	2.863587e-001
4.157488169603964e-004	8.346128e-001	3.054250e-001
4.171439062461107e-004	8.806267e-001	3.225532e-001
4.197945758889679e-004	9.468319e-001	3.473510e-001
4.224452455318250e-004	9.862933e-001	3.623183e-001
4.250959151746822e-004	9.990111e-001	3.674551e-001
4.277465848175394e-004	9.849853e-001	3.627614e-001
4.303972544603964e-004	9.442158e-001	3.482371e-001
4.330479241032536e-004	8.767027e-001	3.238824e-001
4.356985937461108e-004	7.824458e-001	2.896971e-001
4.368844196389679e-004	7.331147e-001	2.717409e-001
4.380702455318251e-004	6.804994e-001	2.525616e-001
4.392560714246822e-004	6.246000e-001	2.321592e-001
4.404418973175393e-004	5.654165e-001	2.105335e-001
4.416277232103965e-004	5.029488e-001	1.876847e-001
4.428135491032536e-004	4.371970e-001	1.636128e-001
4.439993749961108e-004	3.681611e-001	1.383177e-001
4.446969196389679e-004	3.268670e-001	1.231758e-001
4.453944642818251e-004	2.851479e-001	1.078703e-001
4.460920089246822e-004	2.430037e-001	9.240135e-002
4.467895535675393e-004	2.004345e-001	7.676881e-002
4.474870982103965e-004	1.574402e-001	6.097273e-002
4.481846428532536e-004	1.140209e-001	4.501312e-002
4.488821874961108e-004	7.017650e-002	2.888996e-002
4.513235937461108e-004	-8.306802e-002	-2.752347e-002
4.520908928532536e-004	-1.312693e-001	-4.528698e-002
4.528581919603965e-004	-1.788929e-001	-6.284657e-002
4.536254910675393e-004	-2.259387e-001	-8.020223e-002
4.543927901746822e-004	-2.724067e-001	-9.735396e-002
4.551600892818251e-004	-3.182970e-001	-1.143018e-001
4.559273883889679e-004	-3.636096e-001	-1.310456e-001
4.566946874961108e-004	-4.083444e-001	-1.475856e-001
4.580200223175393e-004	-4.839767e-001	-1.755752e-001
4.593453571389679e-004	-5.551145e-001	-2.019283e-001
4.606706919603965e-004	-6.217577e-001	-2.266450e-001
4.619960267818251e-004	-6.839064e-001	-2.497252e-001
4.633213616032536e-004	-7.415605e-001	-2.711690e-001
4.646466964246822e-004	-7.947200e-001	-2.909763e-001
4.659720312461108e-004	-8.433850e-001	-3.091471e-001
4.688319642818251e-004	-9.261168e-001	-3.402298e-001
4.716918973175393e-004	-9.778174e-001	-3.598534e-001
4.745518303532536e-004	-9.984867e-001	-3.680178e-001
4.774117633889679e-004	-9.881247e-001	-3.647232e-001
4.802716964246822e-004	-9.467314e-001	-3.499694e-001
