time	V(g1)	V(n002)
2.186227008747579e-05	2.764974e-02	-3.079753e-01
2.204363169461866e-05	2.878145e-02	-3.209421e-01
2.222499330176152e-05	2.953956e-02	-3.295476e-01
2.240635490890438e-05	2.992407e-02	-3.337919e-01
2.258771651604724e-05	2.993497e-02	-3.336749e-01
2.276907812319011e-05	2.957227e-02	-3.291966e-01
2.292253794461868e-05	2.891913e-02	-3.212241e-01
2.307599776604726e-05	2.802474e-02	-3.105284e-01
2.322945758747583e-05	2.688909e-02	-2.971095e-01
2.338291740890441e-05	2.551219e-02	-2.809673e-01
2.353637723033299e-05	2.389404e-02	-2.621020e-01
2.368983705176156e-05	2.203462e-02	-2.405134e-01
2.384329687319014e-05	1.993396e-02	-2.162016e-01
2.394792856961871e-05	1.839969e-02	-1.986067e-01
2.405256026604728e-05	1.680394e-02	-1.804352e-01
2.415719196247586e-05	1.514673e-02	-1.616871e-01
2.426182365890443e-05	1.342804e-02	-1.423625e-01
2.436645535533301e-05	1.164787e-02	-1.224613e-01
2.447108705176158e-05	9.806234e-03	-1.019836e-01
2.457571874819016e-05	7.903122e-03	-8.092927e-02
2.462454687319016e-05	7.009534e-03	-7.110350e-02
2.467337499819016e-05	6.111474e-03	-6.125996e-02
2.472220312319016e-05	5.208942e-03	-5.139867e-02
2.477103124819016e-05	4.301938e-03	-4.151962e-02
2.481985937319016e-05	3.390463e-03	-3.162281e-02
2.486868749819017e-05	2.474516e-03	-2.170825e-02
2.491751562319017e-05	1.554098e-03	-1.177592e-02
2.496634374819017e-05	6.343581e-04	-1.883695e-03
2.506399999819017e-05	-1.206046e-03	1.781567e-02
2.521048437319018e-05	-3.955981e-03	4.701461e-02
2.535696874819018e-05	-6.672428e-03	7.558062e-02
2.546857589104732e-05	-8.728725e-03	9.698633e-02
2.558018303390447e-05	-1.071863e-02	1.175836e-01
2.569179017676162e-05	-1.264214e-02	1.373724e-01
2.580339731961876e-05	-1.449925e-02	1.563527e-01
2.591500446247591e-05	-1.628997e-02	1.745245e-01
2.602661160533306e-05	-1.801430e-02	1.918879e-01
2.613821874819020e-05	-1.967224e-02	2.084428e-01
2.633353124819021e-05	-2.236024e-02	2.349221e-01
2.652884374819021e-05	-2.464404e-02	2.573532e-01
2.672415624819022e-05	-2.652362e-02	2.757360e-01
2.691946874819022e-05	-2.799899e-02	2.900707e-01
2.711478124819023e-05	-2.907015e-02	3.003571e-01
2.731009374819024e-05	-2.973709e-02	3.065953e-01
2.750540624819024e-05	-2.999983e-02	3.087853e-01
2.769374330176167e-05	-2.973423e-02	3.061313e-01
2.788208035533311e-05	-2.909088e-02	2.997123e-01
2.807041740890454e-05	-2.806975e-02	2.895282e-01
2.825875446247598e-05	-2.667086e-02	2.755791e-01
2.844709151604741e-05	-2.489420e-02	2.578650e-01
2.863542856961885e-05	-2.273977e-02	2.363859e-01
2.882376562319028e-05	-2.020758e-02	2.111417e-01
2.893537276604742e-05	-1.858200e-02	1.947637e-01
2.904697990890457e-05	-1.688693e-02	1.775632e-01
2.915858705176172e-05	-1.512236e-02	1.595403e-01
2.927019419461886e-05	-1.328829e-02	1.406949e-01
2.938180133747601e-05	-1.138472e-02	1.210269e-01
2.949340848033316e-05	-9.411654e-03	1.005366e-01
2.960501562319030e-05	-7.369088e-03	7.922369e-02
2.975149999819031e-05	-4.665106e-03	5.075158e-02
2.989798437319031e-05	-1.921633e-03	2.161656e-02
2.999564062319031e-05	-8.217221e-05	1.942595e-03
3.028860937319032e-05	5.410392e-03	-5.746701e-02
3.037929017676175e-05	7.094941e-03	-7.590193e-02
3.046997098033318e-05	8.743435e-03	-9.401658e-02
3.056065178390461e-05	1.035587e-02	-1.118110e-01
3.065133258747605e-05	1.193226e-02	-1.292850e-01
3.074201339104748e-05	1.347258e-02	-1.464389e-01
3.083269419461891e-05	1.497686e-02	-1.632724e-01
3.092337499819034e-05	1.644507e-02	-1.797857e-01
3.106288392676177e-05	1.861172e-02	-2.043339e-01
3.120239285533320e-05	2.060129e-02	-2.269229e-01
3.134190178390463e-05	2.241377e-02	-2.475526e-01
3.148141071247607e-05	2.404917e-02	-2.662232e-01
3.162091964104750e-05	2.550748e-02	-2.829346e-01
3.176042856961894e-05	2.678871e-02	-2.976867e-01
3.189993749819037e-05	2.789286e-02	-3.104796e-01
3.208827455176180e-05	2.900374e-02	-3.232458e-01
3.227661160533323e-05	2.970163e-02	-3.311714e-01
3.246494865890467e-05	2.998652e-02	-3.342565e-01
3.265328571247611e-05	2.985842e-02	-3.325011e-01
3.284162276604754e-05	2.931733e-02	-3.259051e-01
3.302995981961897e-05	2.836325e-02	-3.144685e-01
3.321829687319040e-05	2.699617e-02	-2.981914e-01
3.335083035533326e-05	2.578638e-02	-2.838718e-01
3.348336383747613e-05	2.442458e-02	-2.679172e-01
3.361589731961899e-05	2.291078e-02	-2.503274e-01
3.374843080176185e-05	2.124498e-02	-2.311026e-01
3.388096428390471e-05	1.942718e-02	-2.102427e-01
3.401349776604757e-05	1.745738e-02	-1.877477e-01
3.414603124819043e-05	1.533559e-02	-1.636177e-01
3.422973660533329e-05	1.394880e-02	-1.479786e-01
3.431344196247615e-05	1.253346e-02	-1.321054e-01
3.439714731961901e-05	1.108957e-02	-1.159979e-01
3.448085267676187e-05	9.617114e-03	-9.965612e-02
3.456455803390473e-05	8.116106e-03	-8.308014e-02
3.464826339104759e-05	6.586542e-03	-6.626991e-02
3.473196874819045e-05	5.028422e-03	-4.922545e-02
3.497610937319045e-05	4.503108e-04	2.934792e-04
3.507376562319046e-05	-1.389951e-03	1.997737e-02
3.522024999819046e-05	-4.138376e-03	4.913953e-02
3.536673437319047e-05	-6.851769e-03	7.765319e-02
3.548531696247619e-05	-9.034599e-03	1.003487e-01
3.560389955176190e-05	-1.113938e-02	1.221049e-01
3.572248214104762e-05	-1.316612e-02	1.429218e-01
3.584106473033333e-05	-1.511480e-02	1.627994e-01
3.595964731961906e-05	-1.698544e-02	1.817377e-01
3.607822990890477e-05	-1.877803e-02	1.997367e-01
3.619681249819049e-05	-2.049257e-02	2.167963e-01
3.639910044461907e-05	-2.316812e-02	2.430580e-01
3.660138839104765e-05	-2.540096e-02	2.649147e-01
3.680367633747622e-05	-2.719111e-02	2.823664e-01
3.700596428390480e-05	-2.853854e-02	2.954130e-01
3.720825223033337e-05	-2.944328e-02	3.040547e-01
3.741054017676195e-05	-2.990531e-02	3.082913e-01
3.761282812319053e-05	-2.992465e-02	3.081228e-01
3.779418973033339e-05	-2.944434e-02	3.033978e-01
3.797555133747626e-05	-2.862191e-02	2.952400e-01
3.815691294461912e-05	-2.745734e-02	2.836495e-01
3.833827455176198e-05	-2.595064e-02	2.686262e-01
3.851963615890484e-05	-2.410181e-02	2.501702e-01
3.870099776604771e-05	-2.191084e-02	2.282815e-01
3.888235937319057e-05	-1.937775e-02	2.029600e-01
3.899396651604771e-05	-1.770269e-02	1.860369e-01
3.910557365890486e-05	-1.596294e-02	1.683339e-01
3.921718080176200e-05	-1.415849e-02	1.498511e-01
3.932878794461915e-05	-1.228934e-02	1.305885e-01
3.944039508747630e-05	-1.035549e-02	1.105461e-01
3.955200223033344e-05	-8.356949e-03	8.972386e-02
3.966360937319059e-05	-6.293708e-03	6.812178e-02
3.981009374819059e-05	-3.571160e-03	3.935811e-02
3.995657812319060e-05	-8.183816e-04	1.002584e-02
4.000540624819060e-05	1.019052e-04	1.638640e-04
4.005423437319060e-05	1.024250e-03	-9.749070e-03
4.010306249819060e-05	1.943476e-03	-1.965560e-02
4.015189062319060e-05	2.859585e-03	-2.955572e-02
4.020071874819060e-05	3.772575e-03	-3.944943e-02
4.024954687319061e-05	4.682447e-03	-4.933674e-02
4.029837499819061e-05	5.589201e-03	-5.921763e-02
4.034720312319061e-05	6.492837e-03	-6.909212e-02
4.044485937319061e-05	8.292512e-03	-8.885765e-02
4.054251562319061e-05	1.004501e-02	-1.081852e-01
4.064017187319062e-05	1.175033e-02	-1.270749e-01
4.073782812319062e-05	1.340848e-02	-1.455266e-01
4.083548437319062e-05	1.501945e-02	-1.635403e-01
4.093314062319063e-05	1.658325e-02	-1.811161e-01
4.103079687319063e-05	1.809987e-02	-1.982539e-01
4.117728124819063e-05	2.025695e-02	-2.228078e-01
4.132376562319064e-05	2.220650e-02	-2.450305e-01
4.147024999819064e-05	2.394851e-02	-2.649219e-01
4.161673437319065e-05	2.548297e-02	-2.824820e-01
4.176321874819065e-05	2.680990e-02	-2.977108e-01
4.190970312319065e-05	2.792929e-02	-3.106084e-01
4.205618749819066e-05	2.884113e-02	-3.211747e-01
4.224452455176209e-05	2.960428e-02	-3.298394e-01
4.243286160533352e-05	2.995792e-02	-3.337192e-01
4.262119865890496e-05	2.990207e-02	-3.328142e-01
4.280953571247640e-05	2.943672e-02	-3.271242e-01
4.299787276604783e-05	2.856187e-02	-3.166494e-01
4.318620981961926e-05	2.727752e-02	-3.013897e-01
4.337454687319070e-05	2.558367e-02	-2.813451e-01
4.350010490890498e-05	2.424332e-02	-2.656045e-01
4.362566294461928e-05	2.277728e-02	-2.485439e-01
4.375122098033356e-05	2.118555e-02	-2.301633e-01
4.387677901604785e-05	1.946812e-02	-2.104626e-01
4.400233705176214e-05	1.762501e-02	-1.894418e-01
4.412789508747643e-05	1.565619e-02	-1.671010e-01
4.425345312319072e-05	1.356169e-02	-1.434402e-01
4.433018303390501e-05	1.224837e-02	-1.287221e-01
4.440691294461930e-05	1.091447e-02	-1.138485e-01
4.448364285533358e-05	9.560007e-03	-9.881949e-02
4.456037276604787e-05	8.184969e-03	-8.363510e-02
4.463710267676216e-05	6.789359e-03	-6.829530e-02
4.471383258747645e-05	5.373175e-03	-5.280008e-02
4.479056249819074e-05	3.936420e-03	-3.714946e-02
4.493704687319074e-05	1.186329e-03	-7.423505e-03
4.498587499819074e-05	2.662465e-04	2.458476e-03
4.508353124819074e-05	-1.573804e-03	2.212622e-02
4.523001562319075e-05	-4.320615e-03	5.125066e-02
4.537649999819075e-05	-7.030851e-03	7.971106e-02
4.549508258747647e-05	-9.209929e-03	1.023513e-01
4.561366517676219e-05	-1.131007e-02	1.240445e-01
4.573224776604791e-05	-1.333126e-02	1.447906e-01
4.585083035533362e-05	-1.527352e-02	1.645897e-01
4.596941294461934e-05	-1.713683e-02	1.834418e-01
4.608799553390506e-05	-1.892120e-02	2.013469e-01
4.620657812319078e-05	-2.062663e-02	2.183049e-01
4.640886606961935e-05	-2.328425e-02	2.443761e-01
4.661115401604793e-05	-2.549812e-02	2.660353e-01
4.681344196247651e-05	-2.726822e-02	2.832825e-01
4.701572990890508e-05	-2.859457e-02	2.961176e-01
4.721801785533366e-05	-2.947715e-02	3.045407e-01
4.742030580176224e-05	-2.991598e-02	3.085517e-01
4.762259374819082e-05	-2.991104e-02	3.081507e-01
4.780395535533368e-05	-2.940934e-02	3.032197e-01
4.798531696247654e-05	-2.856658e-02	2.948638e-01
4.816667856961941e-05	-2.738275e-02	2.830832e-01
4.834804017676227e-05	-2.585787e-02	2.678777e-01
4.852940178390513e-05	-2.399193e-02	2.492475e-01
4.871076339104799e-05	-2.178492e-02	2.271925e-01
4.889212499819085e-05	-1.923686e-02	2.017127e-01
4.908743749819086e-05	-1.627424e-02	1.716556e-01
4.913626562319086e-05	-1.549351e-02	1.636880e-01
4.922694642676229e-05	-1.399255e-02	1.483282e-01
4.931762723033372e-05	-1.245895e-02	1.325449e-01
4.940830803390515e-05	-1.089269e-02	1.163381e-01
4.949898883747659e-05	-9.293770e-03	9.970801e-02
4.958966964104802e-05	-7.662197e-03	8.265446e-02
4.968035044461945e-05	-5.997970e-03	6.517749e-02
4.977103124819088e-05	-4.301087e-03	4.727710e-02
4.991751562319088e-05	-1.554098e-03	1.807458e-02
4.996634374819088e-05	-6.343581e-04	8.243813e-03
5.000000000000000e-05	-1.433208e-16	1.449855e-03
