time	V(g1)	V(n002)
3.614798437319049e-05	-9.905420e-02	9.216295e-01
3.629446874819049e-05	-1.089878e-01	9.900188e-01
3.644095312319050e-05	-1.179987e-01	1.049030e+00
3.658743749819050e-05	-1.260108e-01	1.099073e+00
3.673392187319051e-05	-1.329562e-01	1.140593e+00
3.688040624819051e-05	-1.387761e-01	1.174033e+00
3.702689062319051e-05	-1.434212e-01	1.199810e+00
3.717337499819052e-05	-1.468523e-01	1.218281e+00
3.731985937319052e-05	-1.490402e-01	1.229726e+00
3.746634374819053e-05	-1.499665e-01	1.234329e+00
3.761282812319053e-05	-1.496232e-01	1.232163e+00
3.775931249819053e-05	-1.480134e-01	1.223193e+00
3.790579687319054e-05	-1.451506e-01	1.207271e+00
3.805228124819054e-05	-1.410591e-01	1.184150e+00
3.819876562319055e-05	-1.357736e-01	1.153495e+00
3.834524999819055e-05	-1.293386e-01	1.114905e+00
3.849173437319056e-05	-1.218088e-01	1.067941e+00
3.863821874819056e-05	-1.132479e-01	1.012152e+00
3.878470312319056e-05	-1.037283e-01	9.471102e-01
3.893118749819057e-05	-9.333058e-02	8.724438e-01
3.907767187319057e-05	-8.214284e-02	7.878720e-01
3.922415624819058e-05	-7.025974e-02	6.932381e-01
3.937064062319058e-05	-5.778189e-02	5.885406e-01
3.951712499819059e-05	-4.481490e-02	4.739605e-01
3.961478124819059e-05	-3.595256e-02	3.922652e-01
3.971243749819059e-05	-2.695491e-02	3.065132e-01
3.981009374819059e-05	-1.785580e-02	2.169187e-01
3.990774999819060e-05	-8.689490e-03	1.237417e-01
3.995657812319060e-05	-4.091908e-03	7.590377e-02
4.000540624819060e-05	5.095259e-04	2.728883e-02
4.005423437319060e-05	5.110480e-03	-2.205765e-02
4.010306249819060e-05	9.706625e-03	-7.208736e-02
4.020071874819060e-05	1.886719e-02	-1.739896e-01
4.034720312319061e-05	3.246418e-02	-3.306053e-01
4.043090848033347e-05	4.016838e-02	-4.225089e-01
4.051461383747633e-05	4.771068e-02	-5.141475e-01
4.059831919461919e-05	5.509107e-02	-6.055211e-01
4.068202455176205e-05	6.230956e-02	-6.966297e-01
4.076572990890490e-05	6.936615e-02	-7.874734e-01
4.084943526604777e-05	7.626083e-02	-8.780520e-01
4.093314062319063e-05	8.299360e-02	-9.683657e-01
4.104474776604777e-05	9.163414e-02	-1.087172e+00
4.115635490890491e-05	9.973261e-02	-1.199784e+00
4.126796205176206e-05	1.072890e-01	-1.306202e+00
4.137956919461921e-05	1.143034e-01	-1.406427e+00
4.149117633747636e-05	1.207756e-01	-1.500458e+00
4.160278348033350e-05	1.267059e-01	-1.588295e+00
4.171439062319065e-05	1.320940e-01	-1.669938e+00
4.181204687319065e-05	1.362296e-01	-1.732780e+00
4.190970312319065e-05	1.398247e-01	-1.787372e+00
4.200735937319066e-05	1.428793e-01	-1.833714e+00
4.210501562319066e-05	1.453933e-01	-1.871806e+00
4.220267187319066e-05	1.473667e-01	-1.901648e+00
4.230032812319066e-05	1.487996e-01	-1.923240e+00
4.239798437319067e-05	1.496920e-01	-1.936583e+00
4.248168973033353e-05	1.499848e-01	-1.940185e+00
4.256539508747639e-05	1.498671e-01	-1.937351e+00
4.264910044461925e-05	1.493388e-01	-1.928082e+00
4.273280580176210e-05	1.483999e-01	-1.912377e+00
4.281651115890496e-05	1.470503e-01	-1.890237e+00
4.290021651604783e-05	1.452902e-01	-1.861661e+00
4.298392187319068e-05	1.431195e-01	-1.826650e+00
4.310947990890497e-05	1.390402e-01	-1.760705e+00
4.323503794461926e-05	1.341858e-01	-1.684757e+00
4.336059598033355e-05	1.285563e-01	-1.598806e+00
4.348615401604784e-05	1.221516e-01	-1.502852e+00
4.361171205176213e-05	1.149717e-01	-1.396896e+00
4.373727008747642e-05	1.070168e-01	-1.280936e+00
4.386282812319071e-05	9.828667e-02	-1.154974e+00
4.395350892676214e-05	9.161522e-02	-1.061270e+00
4.404418973033357e-05	8.470480e-02	-9.664042e-01
4.413487053390500e-05	7.755541e-02	-8.703766e-01
4.422555133747644e-05	7.016705e-02	-7.731871e-01
4.431623214104787e-05	6.253973e-02	-6.748359e-01
4.440691294461930e-05	5.467344e-02	-5.753228e-01
4.449759374819073e-05	4.656818e-02	-4.746479e-01
4.455339731961930e-05	4.152530e-02	-4.134588e-01
4.460920089104788e-05	3.644710e-02	-3.528101e-01
4.466500446247645e-05	3.133360e-02	-2.927019e-01
4.472080803390502e-05	2.618478e-02	-2.331343e-01
4.477661160533359e-05	2.100066e-02	-1.741072e-01
4.483241517676216e-05	1.578122e-02	-1.156205e-01
4.488821874819074e-05	1.052648e-02	-5.767441e-02
4.493704687319074e-05	5.931645e-03	-7.855068e-03
4.498587499819074e-05	1.331233e-03	4.127063e-02
4.503470312319074e-05	-3.270433e-03	8.965535e-02
4.508353124819074e-05	-7.869021e-03	1.372546e-01
4.518118749819075e-05	-1.703966e-02	2.299324e-01
4.527884374819075e-05	-2.614616e-02	3.190050e-01
4.537649999819075e-05	-3.515425e-02	4.042190e-01
4.552298437319076e-05	-4.840785e-02	5.243636e-01
4.566946874819076e-05	-6.125166e-02	6.348574e-01
4.581595312319077e-05	-7.357696e-02	7.354015e-01
4.596243749819077e-05	-8.527943e-02	8.258921e-01
4.610892187319077e-05	-9.625999e-02	9.063963e-01
4.625540624819078e-05	-1.064257e-01	9.771234e-01
4.640189062319078e-05	-1.156905e-01	1.038393e+00
4.654837499819079e-05	-1.239759e-01	1.090603e+00
4.669485937319079e-05	-1.312119e-01	1.134192e+00
4.684134374819079e-05	-1.373371e-01	1.169610e+00
4.698782812319080e-05	-1.422998e-01	1.197283e+00
4.713431249819080e-05	-1.460579e-01	1.217589e+00
4.728079687319081e-05	-1.485795e-01	1.230830e+00
4.742728124819081e-05	-1.498435e-01	1.237218e+00
4.757376562319082e-05	-1.498389e-01	1.236856e+00
4.772024999819082e-05	-1.485660e-01	1.229737e+00
4.786673437319082e-05	-1.460354e-01	1.215744e+00
4.801321874819083e-05	-1.422686e-01	1.194654e+00
4.815970312319083e-05	-1.372975e-01	1.166152e+00
4.830618749819084e-05	-1.311641e-01	1.129853e+00
4.845267187319084e-05	-1.239204e-01	1.085323e+00
4.859915624819085e-05	-1.156277e-01	1.032110e+00
4.874564062319085e-05	-1.063561e-01	9.697755e-01
