time	V(g1)	V(n002)
2.604753794461877e-05	-6.108074e-03	6.617890e-02
2.616612053390449e-05	-6.680146e-03	7.215572e-02
2.628470312319021e-05	-7.223557e-03	7.781344e-02
2.651489285533307e-05	-8.168397e-03	8.759409e-02
2.674508258747593e-05	-8.915836e-03	9.531203e-02
2.697527231961880e-05	-9.465873e-03	1.009673e-01
2.720546205176166e-05	-9.818508e-03	1.045598e-01
2.743565178390453e-05	-9.973741e-03	1.060896e-01
2.766584151604739e-05	-9.931573e-03	1.055567e-01
2.789603124819025e-05	-9.692003e-03	1.029612e-01
2.805646651604740e-05	-9.381560e-03	9.968326e-02
2.821690178390455e-05	-8.988334e-03	9.553272e-02
2.837733705176169e-05	-8.512324e-03	9.050954e-02
2.853777231961884e-05	-7.953532e-03	8.461374e-02
2.869820758747599e-05	-7.311956e-03	7.784530e-02
2.885864285533314e-05	-6.587597e-03	7.020423e-02
2.901907812319028e-05	-5.780455e-03	6.169053e-02
2.911673437319029e-05	-5.263961e-03	5.622846e-02
2.921439062319029e-05	-4.732816e-03	5.060229e-02
2.931204687319029e-05	-4.187020e-03	4.481202e-02
2.940970312319030e-05	-3.626572e-03	3.885764e-02
2.950735937319030e-05	-3.051473e-03	3.273917e-02
2.960501562319030e-05	-2.461722e-03	2.645659e-02
2.970267187319030e-05	-1.857320e-03	2.000991e-02
2.974452455176173e-05	-1.597863e-03	1.723841e-02
2.978637723033316e-05	-1.337753e-03	1.445797e-02
2.982822990890459e-05	-1.076988e-03	1.166857e-02
2.987008258747602e-05	-8.155696e-04	8.870214e-03
2.991193526604745e-05	-5.534972e-04	6.062911e-03
2.995378794461888e-05	-2.907709e-04	3.246656e-03
2.999564062319031e-05	-2.739074e-05	4.214498e-04
3.004446874819031e-05	2.800874e-04	-2.879431e-03
3.009329687319032e-05	5.865836e-04	-6.172375e-03
3.014212499819032e-05	8.920976e-04	-9.457382e-03
3.019095312319032e-05	1.196630e-03	-1.273445e-02
3.023978124819032e-05	1.500180e-03	-1.600358e-02
3.028860937319032e-05	1.802748e-03	-1.926478e-02
3.033743749819032e-05	2.104334e-03	-2.251804e-02
3.044206919461890e-05	2.748509e-03	-2.947815e-02
3.054670089104747e-05	3.374286e-03	-3.624758e-02
3.065133258747605e-05	3.981663e-03	-4.282631e-02
3.075596428390462e-05	4.570642e-03	-4.921435e-02
3.086059598033319e-05	5.141222e-03	-5.541170e-02
3.096522767676177e-05	5.693404e-03	-6.141836e-02
3.106985937319034e-05	6.227186e-03	-6.723432e-02
3.123727008747607e-05	7.030034e-03	-7.600193e-02
3.140468080176178e-05	7.738667e-03	-8.373653e-02
3.157209151604750e-05	8.353087e-03	-9.043813e-02
3.173950223033322e-05	8.873292e-03	-9.610673e-02
3.190691294461894e-05	9.299284e-03	-1.007423e-01
3.207432365890465e-05	9.631062e-03	-1.043449e-01
3.224173437319038e-05	9.868626e-03	-1.069145e-01
3.244402231961895e-05	9.982505e-03	-1.080744e-01
3.264631026604753e-05	9.944148e-03	-1.075599e-01
3.284859821247611e-05	9.753554e-03	-1.053710e-01
3.305088615890468e-05	9.410725e-03	-1.015076e-01
3.325317410533326e-05	8.915659e-03	-9.596984e-02
3.345546205176184e-05	8.268358e-03	-8.875762e-02
3.365774999819042e-05	7.468820e-03	-7.987098e-02
3.376935714104757e-05	6.977605e-03	-7.443813e-02
3.388096428390471e-05	6.458868e-03	-6.871910e-02
3.399257142676185e-05	5.912606e-03	-6.271391e-02
3.410417856961900e-05	5.338822e-03	-5.642254e-02
3.421578571247615e-05	4.737513e-03	-4.984500e-02
3.432739285533329e-05	4.108682e-03	-4.298129e-02
3.443899999819044e-05	3.452327e-03	-3.583141e-02
3.450177901604759e-05	3.078046e-03	-3.176489e-02
3.456455803390473e-05	2.700460e-03	-2.766889e-02
3.462733705176187e-05	2.319570e-03	-2.354343e-02
3.469011606961902e-05	1.935374e-03	-1.938850e-02
3.475289508747617e-05	1.547874e-03	-1.520409e-02
3.481567410533331e-05	1.157069e-03	-1.099021e-02
3.487845312319045e-05	7.629594e-04	-6.746856e-03
3.502493749819046e-05	-1.566805e-04	3.128710e-03
3.509469196247618e-05	-5.966942e-04	7.840874e-03
3.516444642676189e-05	-1.033483e-03	1.251090e-02
3.523420089104761e-05	-1.467047e-03	1.713879e-02
3.530395535533332e-05	-1.897386e-03	2.172455e-02
3.537370981961904e-05	-2.324500e-03	2.626817e-02
3.544346428390475e-05	-2.748389e-03	3.076965e-02
3.551321874819047e-05	-3.169053e-03	3.522900e-02
3.563877678390476e-05	-3.916990e-03	4.313320e-02
3.576433481961905e-05	-4.630112e-03	5.065306e-02
3.588989285533334e-05	-5.308419e-03	5.778857e-02
3.601545089104763e-05	-5.951911e-03	6.453973e-02
3.614100892676192e-05	-6.560588e-03	7.090654e-02
3.626656696247621e-05	-7.134451e-03	7.688901e-02
3.639212499819050e-05	-7.673498e-03	8.248712e-02
3.670602008747622e-05	-8.798900e-03	9.410108e-02
3.701991517676194e-05	-9.552689e-03	1.018417e-01
3.733381026604767e-05	-9.934866e-03	1.057090e-01
3.764770535533339e-05	-9.945431e-03	1.057030e-01
3.796160044461911e-05	-9.584383e-03	1.018236e-01
3.827549553390484e-05	-8.851724e-03	9.407090e-02
3.858939062319056e-05	-7.747452e-03	8.244486e-02
3.871494865890484e-05	-7.215316e-03	7.684226e-02
3.884050669461914e-05	-6.647775e-03	7.085553e-02
3.896606473033342e-05	-6.044829e-03	6.448468e-02
3.909162276604772e-05	-5.406478e-03	5.772971e-02
3.921718080176200e-05	-4.732721e-03	5.059061e-02
3.934273883747630e-05	-4.023559e-03	4.306740e-02
3.946829687319058e-05	-3.278992e-03	3.516006e-02
3.953805133747630e-05	-2.859867e-03	3.069915e-02
3.960780580176202e-05	-2.437298e-03	2.619622e-02
3.967756026604773e-05	-2.011286e-03	2.165128e-02
3.974731473033345e-05	-1.581829e-03	1.706433e-02
3.981706919461917e-05	-1.148928e-03	1.243537e-02
3.988682365890488e-05	-7.125830e-04	7.764394e-03
3.995657812319060e-05	-2.727938e-04	3.051407e-03
4.020071874819060e-05	1.257813e-03	-1.339572e-02
4.029139955176203e-05	1.825111e-03	-1.951007e-02
4.038208035533347e-05	2.382066e-03	-2.552026e-02
4.047276115890490e-05	2.928679e-03	-3.142632e-02
4.056344196247633e-05	3.464948e-03	-3.722824e-02
4.065412276604776e-05	3.990875e-03	-4.292601e-02
4.074480356961919e-05	4.506459e-03	-4.851964e-02
4.083548437319062e-05	5.011700e-03	-5.400912e-02
4.097499330176205e-05	5.761768e-03	-6.217684e-02
4.111450223033349e-05	6.455553e-03	-6.973450e-02
4.125401115890492e-05	7.093055e-03	-7.668210e-02
4.139352008747636e-05	7.674275e-03	-8.301965e-02
4.153302901604779e-05	8.199213e-03	-8.874714e-02
4.167253794461922e-05	8.667867e-03	-9.386458e-02
4.181204687319065e-05	9.080240e-03	-9.837197e-02
4.206316294461923e-05	9.621009e-03	-1.042389e-01
4.231427901604781e-05	9.921722e-03	-1.074569e-01
4.256539508747639e-05	9.982381e-03	-1.080259e-01
4.281651115890496e-05	9.802983e-03	-1.059461e-01
4.306762723033354e-05	9.383530e-03	-1.012173e-01
4.331874330176212e-05	8.724022e-03	-9.383958e-02
4.356985937319070e-05	7.824458e-03	-8.381294e-02
4.368844196247642e-05	7.331147e-03	-7.834583e-02
4.380702455176214e-05	6.804994e-03	-7.253513e-02
4.392560714104786e-05	6.246000e-03	-6.638085e-02
4.404418973033357e-05	5.654165e-03	-5.988298e-02
4.416277231961929e-05	5.029488e-03	-5.304152e-02
4.428135490890500e-05	4.371970e-03	-4.585648e-02
4.439993749819072e-05	3.681611e-03	-3.832786e-02
4.446969196247644e-05	3.268670e-03	-3.383744e-02
4.453944642676216e-05	2.851479e-03	-2.930874e-02
4.460920089104788e-05	2.430037e-03	-2.474176e-02
4.467895535533359e-05	2.004345e-03	-2.013650e-02
4.474870981961931e-05	1.574402e-03	-1.549297e-02
4.481846428390502e-05	1.140209e-03	-1.081116e-02
4.488821874819074e-05	7.017651e-04	-6.091071e-03
4.503470312319074e-05	-2.180289e-04	3.783800e-03
4.510445758747646e-05	-6.579313e-04	8.493638e-03
4.517421205176217e-05	-1.094493e-03	1.316013e-02
4.524396651604789e-05	-1.527714e-03	1.778327e-02
4.531372098033361e-05	-1.957594e-03	2.236306e-02
4.538347544461933e-05	-2.384133e-03	2.689950e-02
4.545322990890504e-05	-2.807332e-03	3.139259e-02
4.552298437319076e-05	-3.227190e-03	3.584233e-02
4.564854240890504e-05	-3.973359e-03	4.372599e-02
4.577410044461934e-05	-4.684401e-03	5.122220e-02
4.589965848033362e-05	-5.360315e-03	5.833097e-02
4.602521651604792e-05	-6.001102e-03	6.505230e-02
4.615077455176220e-05	-6.606762e-03	7.138618e-02
4.627633258747650e-05	-7.177294e-03	7.733262e-02
4.640189062319078e-05	-7.712699e-03	8.289161e-02
4.671578571247651e-05	-8.826956e-03	9.438864e-02
4.702968080176223e-05	-9.569594e-03	1.020124e-01
4.734357589104795e-05	-9.940614e-03	1.057629e-01
4.765747098033367e-05	-9.940016e-03	1.056401e-01
4.797136606961940e-05	-9.567799e-03	1.016441e-01
4.828526115890512e-05	-8.823964e-03	9.377480e-02
4.859915624819085e-05	-7.708510e-03	8.203223e-02
4.866891071247656e-05	-7.420464e-03	7.899780e-02
4.873866517676228e-05	-7.119682e-03	7.582680e-02
4.880841964104800e-05	-6.806165e-03	7.251923e-02
4.887817410533371e-05	-6.479912e-03	6.907509e-02
4.894792856961943e-05	-6.140925e-03	6.549437e-02
4.901768303390514e-05	-5.789203e-03	6.177709e-02
4.908743749819086e-05	-5.424745e-03	5.792323e-02
4.913626562319086e-05	-5.164502e-03	5.516857e-02
4.922694642676229e-05	-4.664185e-03	4.986937e-02
4.931762723033372e-05	-4.152983e-03	4.444659e-02
4.940830803390515e-05	-3.630896e-03	3.890022e-02
4.949898883747659e-05	-3.097923e-03	3.323026e-02
4.958966964104802e-05	-2.554066e-03	2.743672e-02
4.968035044461945e-05	-1.999323e-03	2.151958e-02
4.977103124819088e-05	-1.433696e-03	1.547885e-02
4.996634374819088e-05	-2.114527e-04	2.391496e-03
5.000000000000000e-05	-4.777360e-17	1.232880e-04
