time	V(vin)	V(vo)
1.543180450764898e-03	-5.359890e-02	4.628223e-02
1.543736050381618e-03	-5.427122e-02	7.816537e-02
1.544463869712688e-03	-5.515094e-02	1.183451e-01
1.545919508374827e-03	-5.690689e-02	1.815231e-01
1.547138674062291e-03	-5.837393e-02	2.088362e-01
1.548379779179457e-03	-5.986385e-02	2.182672e-01
1.549739526466578e-03	-6.149201e-02	2.232353e-01
1.551977240807126e-03	-6.416164e-02	2.281177e-01
1.556452669488222e-03	-6.946230e-02	2.342775e-01
1.561840177666881e-03	-7.576999e-02	2.390398e-01
1.571605802666881e-03	-8.697736e-02	2.446658e-01
1.581371427666881e-03	-9.785736e-02	2.484218e-01
1.594799162041881e-03	-1.122078e-01	2.507796e-01
1.609447599541881e-03	-1.269492e-01	2.507672e-01
1.628978849541881e-03	-1.449123e-01	2.507515e-01
1.648510099541881e-03	-1.606958e-01	2.507376e-01
1.668041349541881e-03	-1.740623e-01	2.507257e-01
1.687572599541881e-03	-1.848108e-01	2.507160e-01
1.707103849541881e-03	-1.927795e-01	2.507088e-01
1.726635099541881e-03	-1.978487e-01	2.507043e-01
1.746166349541881e-03	-1.999420e-01	2.507024e-01
1.765697599541881e-03	-1.990280e-01	2.507032e-01
1.785228849541881e-03	-1.951204e-01	2.507067e-01
1.804760099541881e-03	-1.882781e-01	2.507129e-01
1.824291349541881e-03	-1.786038e-01	2.507215e-01
1.843822599541881e-03	-1.662432e-01	2.507326e-01
1.863353849541881e-03	-1.513822e-01	2.507458e-01
1.882885099541881e-03	-1.342442e-01	2.507608e-01
1.902416349541881e-03	-1.150870e-01	2.507771e-01
1.921947599541881e-03	-9.419888e-02	2.507936e-01
1.931713224541881e-03	-8.320296e-02	2.508014e-01
1.941478849541881e-03	-7.189388e-02	2.508082e-01
1.951244474541881e-03	-6.031421e-02	2.508134e-01
1.961010099541881e-03	-4.850753e-02	2.508147e-01
1.970775724541881e-03	-3.651828e-02	2.508036e-01
1.980541349541880e-03	-2.439159e-02	2.506942e-01
2.000072599541880e-03	9.123128e-05	2.491879e-01
2.009838224541880e-03	1.235521e-02	2.471798e-01
2.019603849541880e-03	2.457268e-02	2.436156e-01
2.029369474541879e-03	3.669766e-02	2.347409e-01
2.039135099541879e-03	4.868453e-02	1.800804e-01
2.041902665984475e-03	5.205021e-02	1.039923e-01
2.045837020750365e-03	5.680751e-02	-8.694249e-02
2.047683982676466e-03	5.902901e-02	-1.720260e-01
2.048963295177348e-03	6.056309e-02	-2.055641e-01
2.050504788668868e-03	6.240638e-02	-2.185203e-01
2.052105731931535e-03	6.431454e-02	-2.243003e-01
2.054036996358945e-03	6.660775e-02	-2.284184e-01
2.057899525213763e-03	7.116439e-02	-2.337950e-01
2.062399179194816e-03	7.641962e-02	-2.380021e-01
2.071398487156922e-03	8.674268e-02	-2.435738e-01
2.081164112156922e-03	9.763007e-02	-2.477666e-01
2.090929737156922e-03	1.081500e-01	-2.506196e-01
2.094591846531922e-03	1.119921e-01	-2.507795e-01
2.108703981069957e-03	1.262257e-01	-2.507677e-01
2.128235231069957e-03	1.442667e-01	-2.507522e-01
2.147766481069957e-03	1.601378e-01	-2.507381e-01
2.167297731069956e-03	1.736002e-01	-2.507262e-01
2.186828981069956e-03	1.844516e-01	-2.507164e-01
2.206360231069955e-03	1.925286e-01	-2.507092e-01
2.225891481069955e-03	1.977098e-01	-2.507046e-01
2.245422731069955e-03	1.999173e-01	-2.507028e-01
2.264953981069954e-03	1.991178e-01	-2.507035e-01
2.284485231069954e-03	1.953234e-01	-2.507069e-01
2.304016481069953e-03	1.885912e-01	-2.507129e-01
2.323547731069953e-03	1.790224e-01	-2.507215e-01
2.343078981069952e-03	1.667609e-01	-2.507324e-01
2.362610231069952e-03	1.519912e-01	-2.507455e-01
2.382141481069952e-03	1.349354e-01	-2.507604e-01
2.401672731069951e-03	1.158500e-01	-2.507765e-01
2.421203981069951e-03	9.502216e-02	-2.507929e-01
2.430969606069951e-03	8.405180e-02	-2.508005e-01
2.440735231069950e-03	7.276509e-02	-2.508070e-01
2.450500856069950e-03	6.120450e-02	-2.508118e-01
2.460266481069950e-03	4.941356e-02	-2.508122e-01
2.470032106069950e-03	3.743663e-02	-2.507979e-01
2.479797731069950e-03	2.531880e-02	-2.506684e-01
2.499328981069949e-03	8.432248e-04	-2.490137e-01
2.509094606069949e-03	-1.142240e-02	-2.468693e-01
2.518860231069949e-03	-2.364503e-02	-2.430331e-01
2.528625856069948e-03	-3.577867e-02	-2.309293e-01
2.538391481069948e-03	-4.777765e-02	-1.430395e-01
2.541256718652413e-03	-5.126604e-02	-4.219696e-02
2.542169839112072e-03	-5.237431e-02	-2.889400e-04
2.543015081622125e-03	-5.339866e-02	3.484317e-02
2.543686887738453e-03	-5.421175e-02	6.950241e-02
2.544318530344940e-03	-5.497536e-02	1.057913e-01
2.545105676615306e-03	-5.592573e-02	1.480865e-01
2.546106383941997e-03	-5.713198e-02	1.868680e-01
2.547355160606177e-03	-5.863408e-02	2.102225e-01
2.548512190121391e-03	-6.002259e-02	2.185699e-01
2.549760419317315e-03	-6.151700e-02	2.230356e-01
2.552189284530881e-03	-6.441396e-02	2.282694e-01
2.556860348407203e-03	-6.994248e-02	2.345697e-01
2.562903941922644e-03	-7.700541e-02	2.397166e-01
2.572669566922644e-03	-8.817914e-02	2.451452e-01
2.582435191922644e-03	-9.902098e-02	2.487001e-01
2.595862926297644e-03	-1.133119e-01	2.507786e-01
2.610511363797643e-03	-1.279793e-01	2.507662e-01
2.630042613797643e-03	-1.458304e-01	2.507507e-01
2.649573863797642e-03	-1.614881e-01	2.507368e-01
2.669105113797642e-03	-1.747168e-01	2.507250e-01
2.688636363797642e-03	-1.853177e-01	2.507155e-01
2.708167613797641e-03	-1.931312e-01	2.507085e-01
2.727698863797641e-03	-1.980398e-01	2.507041e-01
2.747230113797640e-03	-1.999697e-01	2.507023e-01
2.766761363797640e-03	-1.988919e-01	2.507033e-01
2.786292613797640e-03	-1.948226e-01	2.507070e-01
2.805823863797639e-03	-1.878229e-01	2.507133e-01
2.825355113797639e-03	-1.779983e-01	2.507221e-01
2.844886363797638e-03	-1.654963e-01	2.507333e-01
2.864417613797638e-03	-1.505052e-01	2.507466e-01
2.883948863797637e-03	-1.332503e-01	2.507617e-01
2.903480113797637e-03	-1.139912e-01	2.507780e-01
2.923011363797637e-03	-9.301757e-02	2.507945e-01
2.932776988797636e-03	-8.198551e-02	2.508022e-01
2.942542613797636e-03	-7.064487e-02	2.508089e-01
2.952308238797636e-03	-5.903834e-02	2.508138e-01
2.962073863797636e-03	-4.720961e-02	2.508145e-01
2.971839488797636e-03	-3.520318e-02	2.507990e-01
2.981605113797635e-03	-2.306427e-02	2.506700e-01
3.001136363797635e-03	1.427985e-03	2.490356e-01
3.010901988797635e-03	1.368913e-02	2.469047e-01
3.020667613797635e-03	2.589876e-02	2.430975e-01
3.030433238797634e-03	3.801090e-02	2.315319e-01
3.040198863797634e-03	4.997999e-02	1.473140e-01
3.043038474469686e-03	5.342699e-02	5.013596e-02
3.044113501208656e-03	5.472759e-02	-1.504561e-04
3.045129264434048e-03	5.595419e-02	-4.541622e-02
3.046035449509898e-03	5.704655e-02	-9.349840e-02
3.046904815543663e-03	5.809279e-02	-1.410563e-01
3.047937605662519e-03	5.933344e-02	-1.838194e-01
3.049110154751225e-03	6.073895e-02	-2.084218e-01
3.050268134150820e-03	6.212377e-02	-2.176821e-01
3.051479716211868e-03	6.356916e-02	-2.223779e-01
3.053732849816582e-03	6.624724e-02	-2.275828e-01
3.057754520248092e-03	7.099407e-02	-2.334216e-01
3.063759693991241e-03	7.799675e-02	-2.388686e-01
3.073525318991241e-03	8.914307e-02	-2.446077e-01
3.083290943991240e-03	9.995387e-02	-2.483847e-01
3.094277272116240e-03	1.116644e-01	-2.507769e-01
3.096718678366240e-03	1.141964e-01	-2.507779e-01
3.111367115866240e-03	1.288038e-01	-2.507657e-01
3.130898365866240e-03	1.465642e-01	-2.507502e-01
3.150429615866239e-03	1.621201e-01	-2.507365e-01
3.169960865866239e-03	1.752376e-01	-2.507248e-01
3.189492115866238e-03	1.857194e-01	-2.507153e-01
3.209023365866238e-03	1.934078e-01	-2.507084e-01
3.228554615866238e-03	1.981871e-01	-2.507041e-01
3.248085865866237e-03	1.999855e-01	-2.507025e-01
3.267617115866237e-03	1.987760e-01	-2.507036e-01
3.287148365866236e-03	1.945767e-01	-2.507074e-01
3.306679615866236e-03	1.874507e-01	-2.507138e-01
3.326210865866235e-03	1.775054e-01	-2.507227e-01
3.345742115866235e-03	1.648901e-01	-2.507340e-01
3.365273365866235e-03	1.497948e-01	-2.507474e-01
3.384804615866234e-03	1.324465e-01	-2.507624e-01
3.404335865866234e-03	1.131060e-01	-2.507787e-01
3.423867115866233e-03	9.206425e-02	-2.507949e-01
3.433632740866233e-03	8.100346e-02	-2.508023e-01
3.443398365866233e-03	6.963781e-02	-2.508086e-01
3.453163990866233e-03	5.801005e-02	-2.508126e-01
3.462929615866233e-03	4.616395e-02	-2.508111e-01
3.472695240866232e-03	3.414410e-02	-2.507756e-01
3.482460865866232e-03	2.199574e-02	-2.505683e-01
3.501992115866232e-03	-2.503301e-03	-2.485365e-01
3.511757740866232e-03	-1.476178e-02	-2.460409e-01
3.521523365866231e-03	-2.696469e-02	-2.414120e-01
3.531288990866231e-03	-3.906612e-02	-2.322916e-01
3.535809995288919e-03	-4.462143e-02	-2.209377e-01
3.538141373241420e-03	-4.747240e-02	-1.894932e-01
3.539648322083091e-03	-4.930981e-02	-1.288784e-01
3.541065008372128e-03	-5.103314e-02	-4.290497e-02
3.541477479144608e-03	-5.153413e-02	-1.946533e-02
3.541770147547495e-03	-5.188940e-02	-7.117279e-03
3.541950622481954e-03	-5.210840e-02	-2.164410e-03
3.542065036900736e-03	-5.224720e-02	-2.411045e-04
3.542134452990023e-03	-5.233139e-02	7.116965e-04
3.542210722136598e-03	-5.242389e-02	1.901768e-03
3.542283018234544e-03	-5.251156e-02	3.458571e-03
3.542427610430434e-03	-5.268686e-02	7.831556e-03
3.542596951902845e-03	-5.289211e-02	1.472347e-02
3.542927501659636e-03	-5.329259e-02	3.115414e-02
3.543240268973718e-03	-5.367132e-02	4.832153e-02
3.543740181356746e-03	-5.427621e-02	7.701583e-02
3.544602849450121e-03	-5.531879e-02	1.242809e-01
3.546023848348223e-03	-5.703258e-02	1.837071e-01
3.547304441376432e-03	-5.857314e-02	2.102239e-01
3.548595125155582e-03	-6.012200e-02	2.191811e-01
3.549907641911592e-03	-6.169301e-02	2.236665e-01
3.552457764829085e-03	-6.473327e-02	2.288818e-01
3.557140662716501e-03	-7.027239e-02	2.349845e-01
3.562855797982419e-03	-7.694957e-02	2.397595e-01
3.572621422982419e-03	-8.812483e-02	2.451472e-01
3.582387047982419e-03	-9.896842e-02	2.487008e-01
3.595814782357419e-03	-1.132620e-01	2.507786e-01
3.610463219857419e-03	-1.279328e-01	2.507662e-01
3.629994469857418e-03	-1.457890e-01	2.507507e-01
3.649525719857418e-03	-1.614524e-01	2.507369e-01
3.669056969857417e-03	-1.746874e-01	2.507251e-01
3.688588219857417e-03	-1.852949e-01	2.507156e-01
3.708119469857417e-03	-1.931154e-01	2.507085e-01
3.727650719857416e-03	-1.980313e-01	2.507041e-01
3.747181969857416e-03	-1.999687e-01	2.507023e-01
3.766713219857415e-03	-1.988983e-01	2.507033e-01
3.786244469857415e-03	-1.948362e-01	2.507070e-01
3.805775719857415e-03	-1.878437e-01	2.507132e-01
3.825306969857414e-03	-1.780258e-01	2.507221e-01
3.844838219857414e-03	-1.655303e-01	2.507333e-01
3.864369469857413e-03	-1.505450e-01	2.507465e-01
3.883900719857413e-03	-1.332954e-01	2.507616e-01
3.903431969857412e-03	-1.140409e-01	2.507779e-01
3.922963219857412e-03	-9.307113e-02	2.507944e-01
3.932728844857412e-03	-8.204069e-02	2.508021e-01
3.942494469857412e-03	-7.070147e-02	2.508088e-01
3.952260094857412e-03	-5.909615e-02	2.508137e-01
3.962025719857412e-03	-4.726839e-02	2.508145e-01
3.971791344857411e-03	-3.526274e-02	2.507992e-01
3.981556969857411e-03	-2.312436e-02	2.506712e-01
4.001088219857411e-03	1.367487e-03	2.490430e-01
4.010853844857411e-03	1.362877e-02	2.469178e-01
4.020619469857410e-03	2.583877e-02	2.431222e-01
4.030385094857410e-03	3.795151e-02	2.317457e-01
4.040150719857410e-03	4.992140e-02	1.489471e-01
4.042981434870760e-03	5.335791e-02	5.325713e-02
4.044126759145323e-03	5.474361e-02	-5.586685e-04
4.045195758024802e-03	5.603441e-02	-4.929927e-02
4.046215590069985e-03	5.726348e-02	-1.037746e-01
4.047208375156236e-03	5.845770e-02	-1.549224e-01
4.048344511691592e-03	5.982156e-02	-1.937738e-01
4.049670061053139e-03	6.140894e-02	-2.137266e-01
4.050754042259451e-03	6.270389e-02	-2.199323e-01
4.052147843660408e-03	6.436465e-02	-2.242527e-01
4.054935446462320e-03	6.767125e-02	-2.296208e-01
4.059949876651163e-03	7.356634e-02	-2.356285e-01
4.067992722864046e-03	8.286680e-02	-2.416562e-01
4.077758347864046e-03	9.387276e-02	-2.465284e-01
4.087523972864045e-03	1.045254e-01	-2.496037e-01
4.095613171331425e-03	1.130531e-01	-2.507502e-01
4.096675579920193e-03	1.141519e-01	-2.507813e-01
4.098800397097727e-03	1.163342e-01	-2.507760e-01
4.111549300162933e-03	1.289788e-01	-2.507654e-01
4.131080550162932e-03	1.467199e-01	-2.507501e-01
4.150611800162932e-03	1.622541e-01	-2.507364e-01
4.170143050162931e-03	1.753479e-01	-2.507247e-01
4.189674300162931e-03	1.858042e-01	-2.507153e-01
4.209205550162931e-03	1.934659e-01	-2.507084e-01
4.228736800162930e-03	1.982177e-01	-2.507041e-01
4.248268050162930e-03	1.999882e-01	-2.507025e-01
4.267799300162929e-03	1.987506e-01	-2.507036e-01
4.287330550162929e-03	1.945236e-01	-2.507074e-01
4.306861800162928e-03	1.873708e-01	-2.507139e-01
4.326393050162928e-03	1.773998e-01	-2.507228e-01
4.345924300162928e-03	1.647605e-01	-2.507341e-01
4.365455550162927e-03	1.496430e-01	-2.507475e-01
4.384986800162927e-03	1.322748e-01	-2.507626e-01
4.404518050162926e-03	1.129171e-01	-2.507789e-01
4.424049300162926e-03	9.186094e-02	-2.507951e-01
4.433814925162926e-03	8.079409e-02	-2.508025e-01
4.443580550162926e-03	6.942315e-02	-2.508087e-01
4.453346175162925e-03	5.779091e-02	-2.508125e-01
4.463111800162925e-03	4.594116e-02	-2.508110e-01
4.472877425162925e-03	3.391850e-02	-2.507712e-01
4.482643050162925e-03	2.176818e-02	-2.505512e-01
4.502174300162924e-03	-2.732221e-03	-2.484849e-01
4.511939925162924e-03	-1.499008e-02	-2.459584e-01
4.521705550162924e-03	-2.719152e-02	-2.412497e-01
4.531471175162924e-03	-3.929062e-02	-2.319652e-01
4.535824054698278e-03	-4.463866e-02	-2.206468e-01
4.538135820922420e-03	-4.746562e-02	-1.885314e-01
4.539629907511751e-03	-4.928738e-02	-1.275573e-01
4.540960834125089e-03	-5.090655e-02	-4.629804e-02
4.541386931038589e-03	-5.142418e-02	-2.172284e-02
4.541696353465413e-03	-5.179984e-02	-8.067751e-03
4.541877505103596e-03	-5.201968e-02	-2.839325e-03
4.542046869158672e-03	-5.222516e-02	9.062883e-05
4.542126903767583e-03	-5.232223e-02	1.265627e-03
4.542204605237030e-03	-5.241647e-02	2.655558e-03
4.542292583578319e-03	-5.252315e-02	4.904212e-03
4.542468540260897e-03	-5.273648e-02	1.126179e-02
4.542747481411099e-03	-5.307452e-02	2.405578e-02
4.543020145557848e-03	-5.340479e-02	3.847510e-02
4.544068910413680e-03	-5.467369e-02	9.823099e-02
4.545307089788558e-03	-5.616869e-02	1.614766e-01
4.546368503483155e-03	-5.744757e-02	1.964921e-01
4.547611103343160e-03	-5.894149e-02	2.138029e-01
4.548705576601597e-03	-6.025437e-02	2.199150e-01
4.550126087297521e-03	-6.195407e-02	2.242983e-01
4.552967108689369e-03	-6.533854e-02	2.297236e-01
4.558143507989280e-03	-7.145084e-02	2.358566e-01
4.566062555869203e-03	-8.065323e-02	2.417426e-01
4.575828180869203e-03	-9.172416e-02	2.465801e-01
4.585593805869203e-03	-1.024499e-01	2.496403e-01
4.594577432420572e-03	-1.120339e-01	2.502277e-01
4.603561058971942e-03	-1.211957e-01	2.506716e-01
4.612544685523311e-03	-1.299354e-01	2.509719e-01
4.621528312074681e-03	-1.382530e-01	2.511287e-01
4.630511938626050e-03	-1.461484e-01	2.511419e-01
4.639495565177420e-03	-1.536216e-01	2.510116e-01
4.648479191728790e-03	-1.606727e-01	2.507376e-01
4.668010441728789e-03	-1.740432e-01	2.507257e-01
4.687541691728789e-03	-1.847959e-01	2.507160e-01
4.707072941728788e-03	-1.927692e-01	2.507089e-01
4.726604191728788e-03	-1.978430e-01	2.507043e-01
4.746135441728788e-03	-1.999410e-01	2.507024e-01
4.765666691728787e-03	-1.990318e-01	2.507032e-01
4.785197941728787e-03	-1.951289e-01	2.507067e-01
4.804729191728786e-03	-1.882912e-01	2.507129e-01
4.824260441728786e-03	-1.786213e-01	2.507215e-01
4.843791691728785e-03	-1.662648e-01	2.507326e-01
4.863322941728785e-03	-1.514075e-01	2.507458e-01
4.882854191728785e-03	-1.342730e-01	2.507608e-01
4.902385441728784e-03	-1.151188e-01	2.507771e-01
4.921916691728784e-03	-9.423314e-02	2.507936e-01
4.931682316728784e-03	-8.323827e-02	2.508014e-01
4.941447941728783e-03	-7.193013e-02	2.508082e-01
4.951213566728783e-03	-6.035124e-02	2.508132e-01
4.960979191728783e-03	-4.854521e-02	2.508146e-01
4.970744816728783e-03	-3.655647e-02	2.508029e-01
4.980510441728783e-03	-2.443014e-02	2.506940e-01
5.000041691728782e-03	5.239137e-05	2.491978e-01
5.009807316728782e-03	1.231644e-02	2.471943e-01
5.019572941728782e-03	2.453413e-02	2.436396e-01
5.029338566728781e-03	3.665948e-02	2.348423e-01
5.039104191728781e-03	4.864686e-02	1.814075e-01
5.041873347885555e-03	5.201464e-02	1.059008e-01
5.045865633689054e-03	5.684198e-02	-8.703814e-02
5.046453730905222e-03	5.755015e-02	-1.183037e-01
5.047629925337559e-03	5.896410e-02	-1.740797e-01
5.048630146485063e-03	6.016397e-02	-2.022785e-01
5.049721745271591e-03	6.147075e-02	-2.144447e-01
5.051111068727151e-03	6.312976e-02	-2.211919e-01
5.052585107642064e-03	6.488466e-02	-2.254002e-01
5.055533185471888e-03	6.837761e-02	-2.305789e-01
5.060855176968502e-03	7.462303e-02	-2.364562e-01
5.069731700616656e-03	8.485067e-02	-2.426478e-01
