time	V(n002)	V(n004)
3.380423437574741e-03	6.826053e-01	6.441910e-01
3.385306250074741e-03	6.598673e-01	6.214200e-01
3.390189062574741e-03	6.365082e-01	5.980530e-01
3.395071875074740e-03	6.125501e-01	5.741123e-01
3.399954687574740e-03	5.880156e-01	5.496209e-01
3.409720312574740e-03	5.373097e-01	4.990796e-01
3.419485937574740e-03	4.845816e-01	4.466226e-01
3.434134375074740e-03	4.021336e-01	3.647857e-01
3.441109821503311e-03	3.614302e-01	3.244602e-01
3.448085267931882e-03	3.202333e-01	2.836995e-01
3.455060714360453e-03	2.785428e-01	2.425037e-01
3.462036160789025e-03	2.363588e-01	2.008728e-01
3.469011607217596e-03	1.936812e-01	1.588067e-01
3.475987053646167e-03	1.505101e-01	1.163055e-01
3.482962500074739e-03	1.068454e-01	7.336923e-02
3.497610937574738e-03	1.501036e-02	-1.674251e-02
3.512259375074738e-03	-7.695178e-02	-1.067219e-01
3.519932366146166e-03	-1.251842e-01	-1.538097e-01
3.527605357217595e-03	-1.728527e-01	-2.002673e-01
3.535278348289023e-03	-2.199572e-01	-2.460949e-01
3.542951339360452e-03	-2.664978e-01	-2.912923e-01
3.550624330431880e-03	-3.124744e-01	-3.358596e-01
3.558297321503309e-03	-3.578870e-01	-3.797968e-01
3.565970312574737e-03	-4.027357e-01	-4.231038e-01
3.579223660789022e-03	-4.785999e-01	-4.961002e-01
3.592477009003308e-03	-5.500016e-01	-5.645440e-01
3.605730357217593e-03	-6.169408e-01	-6.284352e-01
3.618983705431878e-03	-6.794175e-01	-6.877739e-01
3.632237053646164e-03	-7.374316e-01	-7.425601e-01
3.645490401860449e-03	-7.909832e-01	-7.927937e-01
3.658743750074735e-03	-8.400723e-01	-8.384747e-01
3.673392187574735e-03	-8.863748e-01	-8.811819e-01
3.688040625074734e-03	-9.251741e-01	-9.165411e-01
3.702689062574734e-03	-9.561417e-01	-9.443111e-01
3.717337500074734e-03	-9.790152e-01	-9.643166e-01
3.731985937574733e-03	-9.936013e-01	-9.764410e-01
3.746634375074733e-03	-9.997764e-01	-9.806201e-01
3.761282812574733e-03	-9.974882e-01	-9.768349e-01
3.775931250074732e-03	-9.867561e-01	-9.651090e-01
3.790579687574732e-03	-9.676709e-01	-9.455096e-01
3.805228125074732e-03	-9.403943e-01	-9.181533e-01
3.819876562574731e-03	-9.051570e-01	-8.832128e-01
3.834525000074731e-03	-8.622574e-01	-8.409239e-01
3.849173437574731e-03	-8.120587e-01	-7.915897e-01
3.861729241146159e-03	-7.626138e-01	-7.430875e-01
3.874285044717588e-03	-7.093245e-01	-6.908172e-01
3.886840848289016e-03	-6.521908e-01	-6.347790e-01
3.899396651860444e-03	-5.912128e-01	-5.749727e-01
3.911952455431873e-03	-5.263904e-01	-5.113985e-01
3.924508259003301e-03	-4.577237e-01	-4.440563e-01
3.937064062574729e-03	-3.852126e-01	-3.729461e-01
3.944039509003300e-03	-3.442069e-01	-3.327216e-01
3.951014955431872e-03	-3.027418e-01	-2.920496e-01
3.957990401860443e-03	-2.608174e-01	-2.509300e-01
3.964965848289014e-03	-2.184336e-01	-2.093628e-01
3.971941294717585e-03	-1.755904e-01	-1.673481e-01
3.978916741146156e-03	-1.322879e-01	-1.248857e-01
3.985892187574728e-03	-8.852597e-02	-8.197572e-02
4.000540625074728e-03	3.396841e-03	8.124834e-03
4.005423437574727e-03	3.414167e-02	3.825179e-02
4.010306250074727e-03	6.478256e-02	6.827006e-02
4.015189062574727e-03	9.531951e-02	9.817965e-02
4.020071875074727e-03	1.257525e-01	1.279805e-01
4.024954687574727e-03	1.560816e-01	1.576728e-01
4.029837500074727e-03	1.863067e-01	1.872563e-01
4.034720312574727e-03	2.164279e-01	2.167311e-01
4.043090848289012e-03	2.677892e-01	2.669724e-01
4.051461384003298e-03	3.180712e-01	3.161246e-01
4.059831919717583e-03	3.672739e-01	3.641876e-01
4.068202455431869e-03	4.153971e-01	4.111614e-01
4.076572991146154e-03	4.624410e-01	4.570461e-01
4.084943526860440e-03	5.084055e-01	5.018417e-01
4.093314062574726e-03	5.532907e-01	5.455481e-01
4.098196875074725e-03	5.785820e-01	5.701508e-01
4.103079687574725e-03	6.033289e-01	5.942072e-01
4.107962500074725e-03	6.275079e-01	6.176944e-01
4.112845312574725e-03	6.510963e-01	6.405901e-01
4.117728125074725e-03	6.740720e-01	6.628723e-01
4.122610937574725e-03	6.964132e-01	6.845196e-01
4.127493750074725e-03	7.180990e-01	7.055115e-01
4.132376562574725e-03	7.391089e-01	7.258278e-01
4.142142187574725e-03	7.790228e-01	7.643570e-01
