time	V(vb)
1.715384375074776e-03	1.379226e+00
1.730032812574776e-03	1.363671e+00
1.744681250074775e-03	1.356507e+00
1.759329687574775e-03	1.357794e+00
1.773978125074775e-03	1.367522e+00
1.788626562574775e-03	1.385608e+00
1.803275000074774e-03	1.411899e+00
1.817923437574774e-03	1.446172e+00
1.832571875074774e-03	1.488138e+00
1.847220312574773e-03	1.537441e+00
1.859776116146202e-03	1.586145e+00
1.872331919717630e-03	1.638741e+00
1.884887723289058e-03	1.695229e+00
1.897443526860486e-03	1.755609e+00
1.909999330431915e-03	1.819882e+00
1.922555134003343e-03	1.888047e+00
1.935110937574771e-03	1.960104e+00
1.942783928646200e-03	2.005052e+00
1.950456919717628e-03	2.050545e+00
1.958129910789057e-03	2.096582e+00
1.965802901860485e-03	2.143164e+00
1.973475892931913e-03	2.190292e+00
1.981148884003342e-03	2.237964e+00
1.988821875074770e-03	2.286180e+00
2.013235937574770e-03	2.439251e+00
2.020908928646198e-03	2.487390e+00
2.028581919717627e-03	2.534949e+00
2.036254910789055e-03	2.581928e+00
2.043927901860483e-03	2.628327e+00
2.051600892931912e-03	2.674145e+00
2.059273884003341e-03	2.719383e+00
2.066946875074769e-03	2.764041e+00
2.081595312574768e-03	2.846058e+00
2.091360937574768e-03	2.898467e+00
2.101126562574768e-03	2.948831e+00
2.106009375074768e-03	2.973186e+00
2.110892187574768e-03	2.996958e+00
2.115775000074768e-03	3.020127e+00
2.120657812574768e-03	3.042670e+00
2.125540625074768e-03	3.064565e+00
2.130423437574767e-03	3.085792e+00
2.135306250074767e-03	3.106331e+00
2.145071875074767e-03	3.145269e+00
2.154837500074767e-03	3.181232e+00
2.164603125074767e-03	3.214085e+00
2.174368750074766e-03	3.243704e+00
2.184134375074766e-03	3.269978e+00
2.193900000074766e-03	3.292807e+00
2.203665625074766e-03	3.312106e+00
2.213431250074766e-03	3.327803e+00
2.223196875074765e-03	3.339837e+00
2.237845312574765e-03	3.350927e+00
2.252493750074765e-03	3.353586e+00
2.267142187574765e-03	3.347790e+00
2.281790625074764e-03	3.333589e+00
2.291556250074764e-03	3.319509e+00
2.301321875074764e-03	3.301797e+00
2.311087500074764e-03	3.280522e+00
2.320853125074763e-03	3.255763e+00
2.330618750074763e-03	3.227613e+00
2.340384375074763e-03	3.196178e+00
2.350150000074763e-03	3.161577e+00
2.359915625074763e-03	3.123940e+00
2.364798437574762e-03	3.104027e+00
2.369681250074762e-03	3.083408e+00
2.374564062574762e-03	3.062104e+00
2.379446875074762e-03	3.040134e+00
2.384329687574762e-03	3.017519e+00
2.389212500074762e-03	2.994281e+00
2.394095312574762e-03	2.970441e+00
2.398978125074762e-03	2.946021e+00
2.408743750074761e-03	2.895536e+00
2.418509375074761e-03	2.843016e+00
2.433157812574761e-03	2.760856e+00
2.440133259003332e-03	2.720278e+00
2.447108705431903e-03	2.679199e+00
2.454084151860475e-03	2.637618e+00
2.461059598289046e-03	2.595535e+00
2.468035044717618e-03	2.552951e+00
2.475010491146189e-03	2.509865e+00
2.481985937574760e-03	2.466277e+00
2.485473660789046e-03	2.444473e+00
2.488961384003331e-03	2.422653e+00
2.492449107217617e-03	2.400815e+00
2.495936830431902e-03	2.378961e+00
2.499424553646188e-03	2.357090e+00
2.502912276860474e-03	2.335202e+00
2.506400000074759e-03	2.313297e+00
2.513375446503331e-03	2.269404e+00
2.520350892931902e-03	2.225882e+00
2.527326339360473e-03	2.182731e+00
2.534301785789045e-03	2.139950e+00
2.541277232217616e-03	2.097541e+00
2.548252678646187e-03	2.055503e+00
2.555228125074758e-03	2.013835e+00
2.567086384003330e-03	1.944032e+00
2.578944642931901e-03	1.877381e+00
2.590802901860472e-03	1.813883e+00
2.602661160789043e-03	1.753537e+00
2.614519419717614e-03	1.696343e+00
2.626377678646185e-03	1.642301e+00
2.638235937574757e-03	1.591413e+00
2.659859821503328e-03	1.509457e+00
2.681483705431898e-03	1.445091e+00
2.703107589360469e-03	1.398314e+00
2.724731473289041e-03	1.369127e+00
2.746355357217612e-03	1.357528e+00
2.767979241146182e-03	1.363518e+00
2.789603125074753e-03	1.387098e+00
2.804251562574753e-03	1.413928e+00
2.818900000074753e-03	1.448725e+00
2.833548437574752e-03	1.491192e+00
2.848196875074752e-03	1.540969e+00
2.860752678646180e-03	1.590061e+00
2.873308482217609e-03	1.643016e+00
2.885864285789037e-03	1.699833e+00
2.898420089360465e-03	1.760514e+00
2.910975892931894e-03	1.825057e+00
2.923531696503322e-03	1.893463e+00
2.936087500074750e-03	1.965732e+00
2.943760491146179e-03	2.010789e+00
2.951433482217607e-03	2.056378e+00
2.959106473289036e-03	2.102497e+00
2.966779464360464e-03	2.149148e+00
2.974452455431892e-03	2.196330e+00
2.982125446503321e-03	2.244043e+00
2.989798437574749e-03	2.292286e+00
3.009329687574749e-03	2.414790e+00
3.017002678646177e-03	2.463044e+00
3.024675669717606e-03	2.510774e+00
3.032348660789034e-03	2.557979e+00
3.040021651860462e-03	2.604658e+00
3.047694642931891e-03	2.650812e+00
3.055367634003319e-03	2.696441e+00
3.063040625074748e-03	2.741545e+00
3.077689062574747e-03	2.824555e+00
3.087454687574747e-03	2.877728e+00
3.097220312574747e-03	2.928933e+00
3.102103125074747e-03	2.953737e+00
3.106985937574747e-03	2.977978e+00
3.111868750074747e-03	3.001631e+00
3.116751562574746e-03	3.024677e+00
3.121634375074746e-03	3.047091e+00
3.126517187574746e-03	3.068854e+00
3.131400000074746e-03	3.089946e+00
3.141165625074746e-03	3.130033e+00
3.150931250074746e-03	3.167203e+00
3.160696875074745e-03	3.201316e+00
3.170462500074745e-03	3.232242e+00
3.180228125074745e-03	3.259867e+00
3.189993750074745e-03	3.284085e+00
3.199759375074745e-03	3.304805e+00
3.209525000074744e-03	3.321950e+00
3.219290625074744e-03	3.335456e+00
3.233939062574744e-03	3.348782e+00
3.248587500074744e-03	3.353694e+00
3.263235937574743e-03	3.350151e+00
3.277884375074743e-03	3.338182e+00
3.287650000074743e-03	3.325570e+00
3.297415625074743e-03	3.309303e+00
3.307181250074742e-03	3.289445e+00
3.316946875074742e-03	3.266069e+00
3.326712500074742e-03	3.239264e+00
3.336478125074742e-03	3.209129e+00
3.346243750074742e-03	3.175780e+00
3.356009375074741e-03	3.139340e+00
3.365775000074741e-03	3.099949e+00
3.370657812574741e-03	3.079191e+00
3.375540625074741e-03	3.057752e+00
3.380423437574741e-03	3.035652e+00
3.385306250074741e-03	3.012911e+00
3.390189062574741e-03	2.989550e+00
3.395071875074740e-03	2.965592e+00
3.399954687574740e-03	2.941060e+00
3.409720312574740e-03	2.890363e+00
3.419485937574740e-03	2.837650e+00
3.434134375074740e-03	2.755238e+00
3.441109821503311e-03	2.714557e+00
3.448085267931882e-03	2.673386e+00
3.455060714360453e-03	2.631724e+00
3.462036160789025e-03	2.589572e+00
3.469011607217596e-03	2.546930e+00
3.475987053646167e-03	2.503797e+00
3.482962500074739e-03	2.460174e+00
3.497610937574738e-03	2.368435e+00
3.512259375074738e-03	2.276582e+00
3.519932366146166e-03	2.228411e+00
3.527605357217595e-03	2.180806e+00
3.535278348289023e-03	2.133768e+00
3.542951339360452e-03	2.087297e+00
3.550624330431880e-03	2.041392e+00
3.558297321503309e-03	1.996054e+00
3.565970312574737e-03	1.951282e+00
3.579223660789022e-03	1.875556e+00
3.592477009003308e-03	1.804295e+00
3.605730357217593e-03	1.737499e+00
3.618983705431878e-03	1.675168e+00
3.632237053646164e-03	1.617301e+00
3.645490401860449e-03	1.563900e+00
3.658743750074735e-03	1.514963e+00
3.673392187574735e-03	1.468824e+00
3.688040625074734e-03	1.430185e+00
3.702689062574734e-03	1.399374e+00
3.717337500074734e-03	1.376651e+00
3.731985937574733e-03	1.362209e+00
3.746634375074733e-03	1.356169e+00
3.761282812574733e-03	1.358584e+00
3.775931250074732e-03	1.369433e+00
3.790579687574732e-03	1.388623e+00
3.805228125074732e-03	1.415993e+00
3.819876562574731e-03	1.451311e+00
3.834525000074731e-03	1.494277e+00
3.849173437574731e-03	1.544528e+00
3.861729241146159e-03	1.594006e+00
3.874285044717588e-03	1.647318e+00
3.886840848289016e-03	1.704462e+00
3.899396651860444e-03	1.765440e+00
3.911952455431873e-03	1.830251e+00
3.924508259003301e-03	1.898896e+00
3.937064062574729e-03	1.971373e+00
3.944039509003300e-03	2.012356e+00
3.951014955431872e-03	2.053794e+00
3.957990401860443e-03	2.095689e+00
3.964965848289014e-03	2.138039e+00
3.971941294717585e-03	2.180847e+00
3.978916741146156e-03	2.224110e+00
3.985892187574728e-03	2.267829e+00
4.000540625074728e-03	2.359654e+00
4.005423437574727e-03	2.390363e+00
4.010306250074727e-03	2.420968e+00
4.015189062574727e-03	2.451467e+00
4.020071875074727e-03	2.481861e+00
4.024954687574727e-03	2.512149e+00
4.029837500074727e-03	2.542333e+00
4.034720312574727e-03	2.572411e+00
4.043090848289012e-03	2.623696e+00
4.051461384003298e-03	2.673900e+00
4.059831919717583e-03	2.723021e+00
4.068202455431869e-03	2.771061e+00
4.076572991146154e-03	2.818019e+00
4.084943526860440e-03	2.863895e+00
4.093314062574726e-03	2.908689e+00
4.098196875074725e-03	2.933928e+00
4.103079687574725e-03	2.958621e+00
4.107962500074725e-03	2.982746e+00
4.112845312574725e-03	3.006279e+00
4.117728125074725e-03	3.029200e+00
4.122610937574725e-03	3.051486e+00
4.127493750074725e-03	3.073117e+00
4.132376562574725e-03	3.094071e+00
4.142142187574725e-03	3.133873e+00
4.151907812574724e-03	3.170744e+00
4.161673437574724e-03	3.204543e+00
4.171439062574724e-03	3.235145e+00
4.181204687574724e-03	3.262433e+00
4.190970312574724e-03	3.286305e+00
4.200735937574723e-03	3.306672e+00
4.210501562574723e-03	3.323455e+00
4.220267187574723e-03	3.336594e+00
4.234915625074723e-03	3.349361e+00
4.249564062574722e-03	3.353710e+00
4.264212500074722e-03	3.349604e+00
4.278860937574722e-03	3.337076e+00
4.288626562574721e-03	3.324096e+00
4.298392187574721e-03	3.307467e+00
4.308157812574721e-03	3.287254e+00
4.317923437574721e-03	3.263531e+00
4.327689062574721e-03	3.236388e+00
4.337454687574720e-03	3.205926e+00
4.347220312574720e-03	3.172262e+00
4.356985937574720e-03	3.135521e+00
4.366751562574720e-03	3.095842e+00
4.371634375074720e-03	3.074947e+00
4.376517187574720e-03	3.053374e+00
4.381400000074719e-03	3.031144e+00
4.386282812574719e-03	3.008277e+00
4.391165625074719e-03	2.984795e+00
4.396048437574719e-03	2.960721e+00
4.400931250074719e-03	2.936075e+00
4.410696875074719e-03	2.885168e+00
4.420462500074719e-03	2.832265e+00
4.435110937574718e-03	2.749605e+00
4.442086384003290e-03	2.708822e+00
4.449061830431861e-03	2.667561e+00
4.456037276860433e-03	2.625820e+00
4.463012723289003e-03	2.583600e+00
4.469988169717574e-03	2.540901e+00
4.476963616146146e-03	2.497724e+00
4.483939062574717e-03	2.454067e+00
4.498587500074717e-03	2.362296e+00
4.502772767931860e-03	2.335985e+00
4.506958035789002e-03	2.309732e+00
4.511143303646145e-03	2.283538e+00
4.515328571503288e-03	2.257402e+00
4.519513839360431e-03	2.231324e+00
4.523699107217573e-03	2.205304e+00
4.527884375074716e-03	2.179343e+00
4.537650000074716e-03	2.118837e+00
4.547415625074716e-03	2.059760e+00
4.557181250074716e-03	2.002110e+00
4.566946875074715e-03	1.945889e+00
4.576712500074715e-03	1.891096e+00
4.586478125074715e-03	1.837731e+00
4.596243750074715e-03	1.785795e+00
4.611589732217571e-03	1.708024e+00
4.626935714360429e-03	1.637691e+00
4.642281696503285e-03	1.574796e+00
4.657627678646142e-03	1.519339e+00
4.672973660788999e-03	1.471319e+00
4.688319642931856e-03	1.430738e+00
4.703665625074713e-03	1.397594e+00
4.718314062574712e-03	1.375418e+00
4.732962500074712e-03	1.361533e+00
4.747610937574712e-03	1.356057e+00
4.762259375074711e-03	1.359035e+00
4.776907812574711e-03	1.370443e+00
4.791556250074711e-03	1.390185e+00
4.806204687574710e-03	1.418092e+00
4.820853125074710e-03	1.453930e+00
4.835501562574710e-03	1.497394e+00
4.850150000074709e-03	1.548116e+00
4.858520535788995e-03	1.580454e+00
4.866891071503281e-03	1.614682e+00
4.875261607217566e-03	1.650799e+00
4.883632142931852e-03	1.688805e+00
4.892002678646137e-03	1.728701e+00
4.900373214360423e-03	1.770486e+00
4.908743750074708e-03	1.814161e+00
4.913626562574708e-03	1.840179e+00
4.922694642931851e-03	1.890194e+00
4.931762723288993e-03	1.941292e+00
4.940830803646136e-03	1.993473e+00
4.949898884003279e-03	2.046738e+00
4.958966964360422e-03	2.101085e+00
4.968035044717564e-03	2.156515e+00
4.977103125074707e-03	2.213028e+00
4.996634375074706e-03	2.335128e+00
5.000000000000000e-03	2.356251e+00
