time	V(emisor)	V(n002)
2.082292857217626e-03	2.175447e+00	4.939030e-01
2.091360937574768e-03	2.223885e+00	5.430270e-01
2.101126562574768e-03	2.273653e+00	5.934970e-01
2.106009375074768e-03	2.297724e+00	6.179059e-01
2.110892187574768e-03	2.321223e+00	6.417333e-01
2.115775000074768e-03	2.344127e+00	6.649566e-01
2.120657812574768e-03	2.366415e+00	6.875542e-01
2.125540625074768e-03	2.388065e+00	7.095046e-01
2.130423437574767e-03	2.409056e+00	7.307873e-01
2.135306250074767e-03	2.429369e+00	7.513822e-01
2.145071875074767e-03	2.467884e+00	7.904317e-01
2.154837500074767e-03	2.503462e+00	8.265063e-01
2.164603125074767e-03	2.535969e+00	8.594700e-01
2.174368750074766e-03	2.565279e+00	8.891989e-01
2.184134375074766e-03	2.591282e+00	9.155810e-01
2.193900000074766e-03	2.613879e+00	9.385172e-01
2.203665625074766e-03	2.632985e+00	9.579208e-01
2.213431250074766e-03	2.648525e+00	9.737192e-01
2.223196875074765e-03	2.660442e+00	9.858527e-01
2.237845312574765e-03	2.671427e+00	9.970852e-01
2.252493750074765e-03	2.674065e+00	9.998773e-01
2.267142187574765e-03	2.668335e+00	9.942052e-01
2.281790625074764e-03	2.654285e+00	9.801169e-01
2.291556250074764e-03	2.640352e+00	9.661052e-01
2.301321875074764e-03	2.622827e+00	9.484572e-01
2.311087500074764e-03	2.601775e+00	9.272394e-01
2.320853125074763e-03	2.577278e+00	9.025317e-01
2.330618750074763e-03	2.549428e+00	8.744271e-01
2.340384375074763e-03	2.518331e+00	8.430314e-01
2.350150000074763e-03	2.484106e+00	8.084627e-01
2.359915625074763e-03	2.446882e+00	7.708511e-01
2.364798437574762e-03	2.427190e+00	7.509480e-01
2.369681250074762e-03	2.406802e+00	7.303382e-01
2.374564062574762e-03	2.385737e+00	7.090409e-01
2.379446875074762e-03	2.364017e+00	6.870764e-01
2.384329687574762e-03	2.341661e+00	6.644652e-01
2.389212500074762e-03	2.318691e+00	6.412287e-01
2.394095312574762e-03	2.295129e+00	6.173886e-01
2.398978125074762e-03	2.270997e+00	5.929675e-01
2.408743750074761e-03	2.221115e+00	5.424745e-01
2.418509375074761e-03	2.169236e+00	4.899398e-01
2.433157812574761e-03	2.088107e+00	4.077439e-01
2.440830803646189e-03	2.043958e+00	3.629968e-01
2.448503794717618e-03	1.999260e+00	3.176734e-01
2.456176785789046e-03	1.954011e+00	2.717738e-01
2.463849776860475e-03	1.908212e+00	2.252979e-01
2.471522767931903e-03	1.861862e+00	1.782457e-01
2.479195759003332e-03	1.814962e+00	1.306172e-01
2.486868750074760e-03	1.767512e+00	8.241250e-02
2.491054017931902e-03	1.741655e+00	5.613423e-02
2.495239285789045e-03	1.715812e+00	2.986255e-02
2.499424553646188e-03	1.689982e+00	3.597456e-03
2.503609821503331e-03	1.664166e+00	-2.266105e-02
2.507795089360474e-03	1.638363e+00	-4.891298e-02
2.511980357217617e-03	1.612573e+00	-7.515831e-02
2.516165625074759e-03	1.586797e+00	-1.013971e-01
2.524536160789045e-03	1.535237e+00	-1.539058e-01
2.532906696503330e-03	1.484472e+00	-2.056376e-01
2.541277232217616e-03	1.434504e+00	-2.565925e-01
2.549647767931901e-03	1.385332e+00	-3.067705e-01
2.558018303646187e-03	1.336955e+00	-3.561715e-01
2.566388839360472e-03	1.289375e+00	-4.047957e-01
2.574759375074758e-03	1.242590e+00	-4.526429e-01
2.588710267931900e-03	1.166872e+00	-5.302061e-01
