time	V(emisor)	V(n003)
4.688319642931856e-03	7.825701e-01	-9.251204e-01
4.716918973288998e-03	7.327824e-01	-9.767661e-01
4.745518303646140e-03	7.130249e-01	-9.974138e-01
4.774117634003283e-03	7.232977e-01	-9.870633e-01
4.802716964360425e-03	7.636008e-01	-9.457148e-01
4.831316294717567e-03	8.339342e-01	-8.733681e-01
4.859915625074709e-03	9.342978e-01	-7.700234e-01
4.866891071503281e-03	9.623319e-01	-7.412496e-01
4.873866517931852e-03	9.916282e-01	-7.112037e-01
4.880841964360423e-03	1.022187e+00	-6.798857e-01
4.887817410788994e-03	1.054007e+00	-6.472955e-01
4.894792857217565e-03	1.087090e+00	-6.134332e-01
4.901768303646137e-03	1.121435e+00	-5.782988e-01
4.908743750074708e-03	1.157043e+00	-5.418922e-01
4.913626562574708e-03	1.182484e+00	-5.158958e-01
4.922694642931851e-03	1.231424e+00	-4.659179e-01
4.931762723288993e-03	1.281464e+00	-4.148526e-01
4.940830803646136e-03	1.332604e+00	-3.627001e-01
4.949898884003279e-03	1.384844e+00	-3.094602e-01
4.958966964360422e-03	1.438183e+00	-2.551329e-01
4.968035044717564e-03	1.492623e+00	-1.997184e-01
4.977103125074707e-03	1.548162e+00	-1.432165e-01
4.996634375074706e-03	1.668265e+00	-2.112492e-02
5.000000000000000e-03	1.689055e+00	-1.403108e-06
