time	V(emisor)	V(n003)
4.171439062574724e-03	2.556811e+00	8.796748e-01
4.181204687574724e-03	2.583818e+00	9.070424e-01
4.190970312574724e-03	2.607446e+00	9.309962e-01
4.200735937574723e-03	2.627607e+00	9.514458e-01
4.210501562574723e-03	2.644224e+00	9.683145e-01
4.220267187574723e-03	2.657233e+00	9.815387e-01
4.234915625074723e-03	2.669878e+00	9.944364e-01
4.249564062574722e-03	2.674190e+00	9.989161e-01
4.264212500074722e-03	2.670132e+00	9.949398e-01
4.278860937574722e-03	2.657739e+00	9.825412e-01
4.288626562574721e-03	2.644895e+00	9.696454e-01
4.298392187574721e-03	2.628441e+00	9.531000e-01
4.308157812574721e-03	2.608440e+00	9.329674e-01
4.317923437574721e-03	2.584967e+00	9.093233e-01
4.327689062574721e-03	2.558112e+00	8.822568e-01
4.337454687574720e-03	2.527977e+00	8.518697e-01
4.347220312574720e-03	2.494677e+00	8.182763e-01
4.356985937574720e-03	2.458339e+00	7.816031e-01
4.366751562574720e-03	2.419100e+00	7.419881e-01
4.371634375074720e-03	2.398439e+00	7.211237e-01
4.376517187574720e-03	2.377110e+00	6.995806e-01
4.381400000074719e-03	2.355133e+00	6.773789e-01
4.386282812574719e-03	2.332529e+00	6.545398e-01
4.391165625074719e-03	2.309319e+00	6.310846e-01
4.396048437574719e-03	2.285527e+00	6.070355e-01
4.400931250074719e-03	2.261173e+00	5.824151e-01
4.410696875074719e-03	2.210876e+00	5.315535e-01
4.420462500074719e-03	2.158621e+00	4.786912e-01
4.435110937574718e-03	2.077004e+00	3.960837e-01
4.442783928646147e-03	2.032637e+00	3.511596e-01
4.450456919717575e-03	1.987747e+00	3.056873e-01
4.458129910789003e-03	1.942334e+00	2.596670e-01
4.465802901860432e-03	1.896398e+00	2.130985e-01
4.473475892931861e-03	1.849940e+00	1.659820e-01
4.481148884003289e-03	1.802959e+00	1.183173e-01
4.488821875074717e-03	1.755455e+00	7.010458e-02
4.492309598289002e-03	1.733907e+00	4.822681e-02
4.495797321503289e-03	1.712367e+00	2.635214e-02
4.499285044717574e-03	1.690835e+00	4.480564e-03
4.502772767931860e-03	1.669311e+00	-1.738792e-02
4.506260491146145e-03	1.647794e+00	-3.925331e-02
4.509748214360431e-03	1.626286e+00	-6.111560e-02
4.513235937574717e-03	1.604785e+00	-8.297480e-02
4.520908928646145e-03	1.557443e+00	-1.311242e-01
4.528581919717573e-03	1.510696e+00	-1.786965e-01
4.536254910789001e-03	1.464544e+00	-2.256917e-01
4.543927901860431e-03	1.418987e+00	-2.721098e-01
4.551600892931859e-03	1.374025e+00	-3.179508e-01
4.559273884003287e-03	1.329657e+00	-3.632147e-01
4.566946875074715e-03	1.285885e+00	-4.079015e-01
4.580200223289001e-03	1.211981e+00	-4.834527e-01
4.593453571503286e-03	1.142545e+00	-5.545142e-01
4.606706919717572e-03	1.077577e+00	-6.210860e-01
4.619960267931857e-03	1.017078e+00	-6.831682e-01
4.633213616146143e-03	9.610465e-01	-7.407607e-01
4.646466964360428e-03	9.094832e-01	-7.938635e-01
4.659720312574714e-03	8.623881e-01	-8.424766e-01
