time	V(n002)	V(n003)
4.716918973288998e-03	-9.778174e-01	-9.767661e-01
4.745518303646140e-03	-9.984867e-01	-9.974138e-01
4.774117634003283e-03	-9.881247e-01	-9.870633e-01
4.802716964360425e-03	-9.467314e-01	-9.457148e-01
4.831316294717567e-03	-8.743069e-01	-8.733681e-01
4.859915625074709e-03	-7.708511e-01	-7.700234e-01
4.866891071503281e-03	-7.420464e-01	-7.412496e-01
4.873866517931852e-03	-7.119682e-01	-7.112037e-01
4.880841964360423e-03	-6.806165e-01	-6.798857e-01
4.887817410788994e-03	-6.479912e-01	-6.472955e-01
4.894792857217565e-03	-6.140925e-01	-6.134332e-01
4.901768303646137e-03	-5.789203e-01	-5.782988e-01
4.908743750074708e-03	-5.424745e-01	-5.418922e-01
4.913626562574708e-03	-5.164502e-01	-5.158958e-01
4.922694642931851e-03	-4.664185e-01	-4.659179e-01
4.931762723288993e-03	-4.152983e-01	-4.148526e-01
4.940830803646136e-03	-3.630896e-01	-3.627001e-01
4.949898884003279e-03	-3.097923e-01	-3.094602e-01
4.958966964360422e-03	-2.554066e-01	-2.551329e-01
4.968035044717564e-03	-1.999323e-01	-1.997184e-01
4.977103125074707e-03	-1.433696e-01	-1.432165e-01
4.996634375074706e-03	-2.114527e-02	-2.112492e-02
5.000000000000000e-03	-1.224647e-15	-1.403108e-06
